klyuch_vina,hozyaistvo,vino,istochnik,shkala,ball,vyborka,vyborka_nizhnyaya_granica,god,konkurs_god,cvet,ogovorka,stranica,sobrano
imperator-claudius-sauvignon-blanc,Vinarija Imperator,Claudius Sauvignon Blanc,vivino,5,3.7,43,False,,,,,https://www.vivino.com/w/6418764,2026-08-28
imperator-animus,Vinarija Imperator,Animus,vivino,5,4.1,36,False,,,,,https://www.vivino.com/w/11495278,2026-08-28
imperator-constantivs-cabernet-franc-cabernet-sauvignon,Vinarija Imperator,Constantivs Cabernet Franc- Cabernet Sauvignon,vivino,5,4.2,28,False,,,,,https://www.vivino.com/w/5788189,2026-08-28
imperator-cargras-grasac,Vinarija Imperator,Cargraš Grašac,vivino,5,3.9,33,False,,,,,https://www.vivino.com/w/12653401,2026-08-28
imperator-maq-i-primus,Vinarija Imperator,Maq I Primus,vivino,5,4,30,False,,,,,https://www.vivino.com/w/12450019,2026-08-28
vinska-kuca-minica-tamnjanika-stota-suza,Vinska Kuća Minića,Tamnjanika Stota Suza,vivino,5,4.1,887,False,,,,,https://www.vivino.com/w/5912218,2026-08-28
vinska-kuca-minica-dorotej-pinot-noir,Vinska Kuća Minića,Dorotej Pinot Noir,vivino,5,3.5,31,False,,,,,https://www.vivino.com/w/1242038,2026-08-28
100-zena-rose,Vinarija 100 Žena,Rosé,vivino,5,4.1,180,False,,,,,https://www.vivino.com/w/10751600,2026-08-28
100-zena-tamjanika,Vinarija 100 Žena,Tamjanika,vivino,5,4.1,164,False,,,,,https://www.vivino.com/w/12035977,2026-08-28
100-zena-veliki-decko,Vinarija 100 Žena,Veliki Dečko,vivino,5,3.8,206,False,,,,,https://www.vivino.com/w/12217401,2026-08-28
100-zena-monsieur-merlot-premium,Vinarija 100 Žena,Monsieur Merlot Premium,vivino,5,4.2,124,False,,,,,https://www.vivino.com/w/11877709,2026-08-28
100-zena-mlad-momak-merlot,Vinarija 100 Žena,Mlad Momak Merlot,vivino,5,4,93,False,,,,,https://www.vivino.com/w/11427899,2026-08-28
100-zena-crna-ovca-franc-cabernet-franc,Vinarija 100 Žena,Crna Ovca Franc - Cabernet Franc,vivino,5,3.8,83,False,,,,,https://www.vivino.com/w/12148322,2026-08-28
100-zena-shao-linda-orange,Vinarija 100 Žena,Shao Linda Orange,vivino,5,3.9,74,False,,,,,https://www.vivino.com/w/12403283,2026-08-28
tri-oraha-cabernet-sauvignon,Tri Oraha,Cabernet Sauvignon,vivino,5,4.4,386,False,,,,,https://www.vivino.com/w/6398568,2026-08-28
tri-oraha-crnomasnica,Tri Oraha,Crnomasnica,vivino,5,4.4,206,False,,,,,https://www.vivino.com/w/2241420,2026-08-28
tri-oraha-merlot,Tri Oraha,Merlot,vivino,5,4.4,75,False,,,,,https://www.vivino.com/w/7958867,2026-08-28
tri-oraha-750-barrique-barrels,Tri Oraha,750 Barrique Barrels,vivino,5,4.5,60,False,,,,,https://www.vivino.com/w/10237636,2026-08-28
tri-oraha-chardonnay,Tri Oraha,Chardonnay,vivino,5,4,57,False,,,,,https://www.vivino.com/w/3229012,2026-08-28
tri-oraha-single-vineyard-grand-reserve,Tri Oraha,Single Vineyard Grand Reserve,vivino,5,4.3,65,False,,,,,https://www.vivino.com/w/11521612,2026-08-28
tri-oraha-classic,Tri Oraha,Classic,vivino,5,3.9,35,False,,,,,https://www.vivino.com/w/11679600,2026-08-28
tri-oraha-500-barrique-barrels,Tri Oraha,500 Barrique Barrels,vivino,5,4.4,25,False,,,,,https://www.vivino.com/w/10237619,2026-08-28
draskovic-frankovka,Vinarija Drašković,Frankovka,vivino,5,3.4,150,False,,,,,https://www.vivino.com/w/7606728,2026-08-28
draskovic-burgundac-beli,Vinarija Drašković,Burgundac Beli,vivino,5,3.4,81,False,,,,,https://www.vivino.com/w/7120882,2026-08-28
draskovic-classic-chardonnay,Vinarija Drašković,Classic Chardonnay,vivino,5,3.6,62,False,,,,,https://www.vivino.com/w/10901731,2026-08-28
bukovo-filigran-cabernet-sauvignon,Manastir Bukovo,Filigran Cabernet Sauvignon,vivino,5,4.2,236,False,,,,,https://www.vivino.com/w/5938011,2026-08-28
bukovo-filigran-crna-tamjanika-filigree-crna-tamjanika,Manastir Bukovo,Филигран Црна Тамјаника (Filigree Crna Tamjanika),vivino,5,3.8,194,False,,,,,https://www.vivino.com/w/6106369,2026-08-28
bukovo-filigran-gamay-filigran-game,Manastir Bukovo,Filigran Gamay (Филигран Гаме),vivino,5,4,113,False,,,,,https://www.vivino.com/w/7063908,2026-08-28
bukovo-chardonnay,Manastir Bukovo,Chardonnay,vivino,5,4.2,110,False,,,,,https://www.vivino.com/w/5652750,2026-08-28
bukovo-filigran-merlot,Manastir Bukovo,Filigran Merlot,vivino,5,4.2,89,False,,,,,https://www.vivino.com/w/6762662,2026-08-28
bukovo-vez,Manastir Bukovo,Вез,vivino,5,4.3,51,False,,,,,https://www.vivino.com/w/11007711,2026-08-28
bukovo-filigran-reserve-merlot,Manastir Bukovo,Filigran Reserve Merlot,vivino,5,4.2,27,False,,,,,https://www.vivino.com/w/11748435,2026-08-28
botunjac-pino-botunjac-pinot-noir,Botunjac,Pino Botunjac Pinot Noir,vivino,5,3.9,366,False,,,,,https://www.vivino.com/w/3665489,2026-08-28
botunjac-jagoda-botunjac,Botunjac,Jagoda Botunjac,vivino,5,3.6,258,False,,,,,https://www.vivino.com/w/1618809,2026-08-28
botunjac-sveti-gral-prokupac,Botunjac,Sveti Gral Prokupac,vivino,5,3.9,202,False,,,,,https://www.vivino.com/w/5081197,2026-08-28
botunjac-pino-svetih-ratnika-reserve-pinot-noir,Botunjac,Pino Svetih Ratnika Reserve Pinot Noir,vivino,5,4.1,80,False,,,,,https://www.vivino.com/w/2217433,2026-08-28
botunjac-rasplet-riesling-italico,Botunjac,Rasplet Riesling Italico,vivino,5,3.7,36,False,,,,,https://www.vivino.com/w/2266658,2026-08-28
draganic-miracolo-sangiovese,Draganić,Miracolo Sangiovese,vivino,5,4.2,267,False,,,,,https://www.vivino.com/w/9300376,2026-08-28
draganic-profil-palava,Draganić,Profil Palava,vivino,5,4.3,173,False,,,,,https://www.vivino.com/w/8409559,2026-08-28
draganic-luna-rose,Draganić,L'una Rosé,vivino,5,4.3,94,False,,,,,https://www.vivino.com/w/9625708,2026-08-28
draganic-bard-merlot,Draganić,Bard Merlot,vivino,5,4.2,91,False,,,,,https://www.vivino.com/w/10433169,2026-08-28
draganic-silueta-sauvignon-blanc,Draganić,Silueta Sauvignon Blanc,vivino,5,4.2,69,False,,,,,https://www.vivino.com/w/9622695,2026-08-28
draganic-miracolo-sangiovese-superiore,Draganić,Miracolo Sangiovese Superiore,vivino,5,4.4,41,False,,,,,https://www.vivino.com/w/10433164,2026-08-28
draganic-cavalier-cuvee,Draganić,Cavalier Cuvée,vivino,5,4.3,44,False,,,,,https://www.vivino.com/w/12154983,2026-08-28
delena-1903-merlot,Vinarija DeLena,1903 Merlot,vivino,5,4.4,266,False,,,,,https://www.vivino.com/w/7315439,2026-08-28
delena-70-30-sauvignon-blanc-semillon,Vinarija DeLena,70/30 Sauvignon Blanc - Sémillon,vivino,5,4.2,255,False,,,,,https://www.vivino.com/w/4542850,2026-08-28
delena-kota-376-malbec,Vinarija DeLena,Kota 376 Malbec,vivino,5,4.4,136,False,,,,,https://www.vivino.com/w/9416193,2026-08-28
delena-100-jazz-mirisni-traminac,Vinarija DeLena,100 Jazz Mirisni Traminac,vivino,5,4.1,108,False,,,,,https://www.vivino.com/w/6867642,2026-08-28
delena-roselena,Vinarija DeLena,Rosélena,vivino,5,3.8,28,False,,,,,https://www.vivino.com/w/8160677,2026-08-28
vila-tamjanika,Vila Vina,Tamjanika,vivino,5,3.8,337,False,,,,,https://www.vivino.com/w/2276630,2026-08-28
vila-prokupac,Vila Vina,Prokupac,vivino,5,3.7,225,False,,,,,https://www.vivino.com/w/2263572,2026-08-28
vila-cabernet-sauvignon,Vila Vina,Cabernet Sauvignon,vivino,5,3.5,83,False,,,,,https://www.vivino.com/w/2891444,2026-08-28
vila-barrique-cabernet-sauvignon,Vila Vina,Barrique Cabernet Sauvignon,vivino,5,3.9,65,False,,,,,https://www.vivino.com/w/2063327,2026-08-28
vila-sauvignon-blanc,Vila Vina,Sauvignon Blanc,vivino,5,3.6,38,False,,,,,https://www.vivino.com/w/2280685,2026-08-28
vila-rose,Vila Vina,Rose,vivino,5,3.4,35,False,,,,,https://www.vivino.com/w/7312376,2026-08-28
vila-jefimija,Vila Vina,Jefimija,vivino,5,4,30,False,,,,,https://www.vivino.com/w/9714780,2026-08-28
eden-genesis,Eden,Genesis,vivino,5,4.1,212,False,,,,,https://www.vivino.com/w/9172474,2026-08-28
eden-velvet,Eden,Velvet,vivino,5,4,170,False,,,,,https://www.vivino.com/w/10209010,2026-08-28
eden-chardonnay,Eden,Chardonnay,vivino,5,4.1,115,False,,,,,https://www.vivino.com/w/8615110,2026-08-28
eden-sauvignon-blanc,Eden,Sauvignon Blanc,vivino,5,4.1,116,False,,,,,https://www.vivino.com/w/8615109,2026-08-28
eden-vivid-sauvignon-blanc,Eden,Vivid Sauvignon Blanc,vivino,5,4,91,False,,,,,https://www.vivino.com/w/10662669,2026-08-28
eden-semillon,Eden,Semillon,vivino,5,3.8,42,False,,,,,https://www.vivino.com/w/10601579,2026-08-28
tarpos-reserve,Tarpoš,Réserve,vivino,5,4,47,False,,,,,https://www.vivino.com/w/6285268,2026-08-28
tarpos-rose,Tarpoš,Rosé,vivino,5,3.5,39,False,,,,,https://www.vivino.com/w/2454843,2026-08-28
tarpos-syrah,Tarpoš,Syrah,vivino,5,3.7,28,False,,,,,https://www.vivino.com/w/11733356,2026-08-28
komuna-muscat-petit-grain,Vinarija Komuna PR,Muscat Petit Grain,vivino,5,3.9,250,False,,,,,https://www.vivino.com/w/5320141,2026-08-28
komuna-chardonnay,Vinarija Komuna PR,Chardonnay,vivino,5,3.8,183,False,,,,,https://www.vivino.com/w/5215478,2026-08-28
komuna-merlot,Vinarija Komuna PR,Merlot,vivino,5,3.8,101,False,,,,,https://www.vivino.com/w/7098169,2026-08-28
komuna-rajnski-rizling,Vinarija Komuna PR,Rajnski Rizling,vivino,5,3.8,85,False,,,,,https://www.vivino.com/w/6553726,2026-08-28
komuna-rose,Vinarija Komuna PR,Rosé,vivino,5,3.5,79,False,,,,,https://www.vivino.com/w/5137343,2026-08-28
komuna-viognier,Vinarija Komuna PR,Viognier,vivino,5,4.2,44,False,,,,,https://www.vivino.com/w/7654818,2026-08-28
yotta-prokupac,Yotta,Prokupac,vivino,5,4,210,False,,,,,https://www.vivino.com/w/6392103,2026-08-28
yotta-cabernet-sauvignon,Yotta,Cabernet Sauvignon,vivino,5,4.2,130,False,,,,,https://www.vivino.com/w/6654527,2026-08-28
yotta-hysteresis,Yotta,Hysteresis,vivino,5,4.2,119,False,,,,,https://www.vivino.com/w/6989430,2026-08-28
yotta-tri-boje-belo-tamjanika,Yotta,Tri Boje Belo Tamjanika,vivino,5,3.9,80,False,,,,,https://www.vivino.com/w/9721275,2026-08-28
yotta-grizling,Yotta,Grizling,vivino,5,3.7,60,False,,,,,https://www.vivino.com/w/6312165,2026-08-28
yotta-reserve-prokupac,Yotta,Reserve Prokupac,vivino,5,4.1,46,False,,,,,https://www.vivino.com/w/11097878,2026-08-28
yotta-bonsai-prokupac,Yotta,Bonsai Prokupac,vivino,5,4.1,47,False,,,,,https://www.vivino.com/w/8806378,2026-08-28
yotta-reserve-cabernet-sauvignon,Yotta,Reserve Cabernet Sauvignon,vivino,5,4.3,29,False,,,,,https://www.vivino.com/w/11236201,2026-08-28
mackov-pinot-noir,Mačkov podrum,Pinot Noir,vivino,5,3.1,25,False,,,,,https://www.vivino.com/w/2428681,2026-08-28
arsenijevic-merlot,Arsenijević,Merlot,vivino,5,4.1,185,False,,,,,https://www.vivino.com/w/3750708,2026-08-28
arsenijevic-sauvignon,Arsenijević,Sauvignon,vivino,5,3.8,121,False,,,,,https://www.vivino.com/w/6502774,2026-08-28
arsenijevic-chardonnay,Arsenijević,Chardonnay,vivino,5,3.8,116,False,,,,,https://www.vivino.com/w/3140771,2026-08-28
arsenijevic-rose,Arsenijević,Rosé,vivino,5,3.4,43,False,,,,,https://www.vivino.com/w/4360066,2026-08-28
stari-hrast-sauvignon-blanc,Podrum Stari Hrast,Sauvignon Blanc,vivino,5,3.8,201,False,,,,,https://www.vivino.com/w/4364697,2026-08-28
stari-hrast-cabernet-merlot,Podrum Stari Hrast,Cabernet - Merlot,vivino,5,3.7,188,False,,,,,https://www.vivino.com/w/5034224,2026-08-28
stari-hrast-selekcija-merlot,Podrum Stari Hrast,Selekcija Merlot,vivino,5,4.3,79,False,,,,,https://www.vivino.com/w/8763659,2026-08-28
stari-hrast-chardonnay,Podrum Stari Hrast,Chardonnay,vivino,5,3.8,61,False,,,,,https://www.vivino.com/w/4229274,2026-08-28
stari-hrast-merlot,Podrum Stari Hrast,Merlot,vivino,5,3.8,60,False,,,,,https://www.vivino.com/w/7544716,2026-08-28
quet-grasac,Quet,Grašac,vivino,5,4.2,150,False,,,,,https://www.vivino.com/w/6755825,2026-08-28
quet-merlot-18-edition,Quet,Merlot 18+ Edition,vivino,5,4.1,116,False,,,,,https://www.vivino.com/w/4735505,2026-08-28
quet-cuvee,Quet,Cuvée,vivino,5,4,88,False,,,,,https://www.vivino.com/w/7902281,2026-08-28
quet-traminac,Quet,Traminac,vivino,5,4,57,False,,,,,https://www.vivino.com/w/1790025,2026-08-28
quet-pinot-noir,Quet,Pinot Noir,vivino,5,3.9,43,False,,,,,https://www.vivino.com/w/5312733,2026-08-28
quet-pinot-noir-rose,Quet,Pinot Noir Rosé,vivino,5,3.8,29,False,,,,,https://www.vivino.com/w/5312727,2026-08-28
grumen-sauvignon-blanc,Vinarija Grumen,Sauvignon Blanc,vivino,5,3.8,185,False,,,,,https://www.vivino.com/w/8744756,2026-08-28
grumen-petit-verdot,Vinarija Grumen,Petit Verdot,vivino,5,3.9,193,False,,,,,https://www.vivino.com/w/9271717,2026-08-28
grumen-chardonnay,Vinarija Grumen,Chardonnay,vivino,5,3.8,105,False,,,,,https://www.vivino.com/w/8806299,2026-08-28
grumen-merlot,Vinarija Grumen,Merlot,vivino,5,3.8,63,False,,,,,https://www.vivino.com/w/9321568,2026-08-28
grumen-rhine-riesling,Vinarija Grumen,Rhine Riesling,vivino,5,4,29,False,,,,,https://www.vivino.com/w/11746294,2026-08-28
vrsacki-frankovka,Vršački Vinogradi,Frankovka,vivino,5,3.3,82,False,,,,,https://www.vivino.com/w/1654289,2026-08-28
vrsacki-kvalitetno-muskat-ottonel,Vršački Vinogradi,Kvalitetno Muskat Ottonel,vivino,5,4,35,False,,,,,https://www.vivino.com/w/2482974,2026-08-28
vrsacki-vrsackn-breg-vranac,Vršački Vinogradi,Вршачкн Брег Вранац,vivino,5,4,34,False,,,,,https://www.vivino.com/w/7174889,2026-08-28
vrsacki-muscat-ottonel,Vršački Vinogradi,Muscat Ottonel,vivino,5,3.7,28,False,,,,,https://www.vivino.com/w/2371819,2026-08-28
vrsacki-kvalitetno-frankovka,Vršački Vinogradi,Kvalitetno Frankovka,vivino,5,3.7,25,False,,,,,https://www.vivino.com/w/1877360,2026-08-28
bt-president-vranac-gold,BT Winery,President Vranac Gold,vivino,5,4,143,False,,,,,https://www.vivino.com/w/7816089,2026-08-28
bt-tam-tam,BT Winery,Tam Tam,vivino,5,3.9,105,False,,,,,https://www.vivino.com/w/11245615,2026-08-28
bt-mister-marselan,BT Winery,Mister Marselan,vivino,5,4.1,71,False,,,,,https://www.vivino.com/w/12135444,2026-08-28
bt-king-supreme-limited-edition-marselan,BT Winery,King Supreme Limited Edition Marselan,vivino,5,4.3,58,False,,,,,https://www.vivino.com/w/8923935,2026-08-28
bt-fingerprint-collection-tamjanika,BT Winery,Fingerprint Collection Tamjanika,vivino,5,3.9,52,False,,,,,https://www.vivino.com/w/9695187,2026-08-28
bt-king-supreme-winemakers-selection-no1-pinot-noir,BT Winery,King Supreme Winemaker's Selection No.1 Pinot Noir,vivino,5,4,45,False,,,,,https://www.vivino.com/w/8902650,2026-08-28
bt-vranac-red-dry,BT Winery,Vranac Red Dry,vivino,5,3.8,63,False,,,,,https://www.vivino.com/w/13128532,2026-08-28
milanovic-probus,Milanović,Probus,vivino,5,3.8,321,False,,,,,https://www.vivino.com/w/3028017,2026-08-28
milanovic-sila,Milanović,Sila,vivino,5,3.7,196,False,,,,,https://www.vivino.com/w/2070825,2026-08-28
milanovic-neoplanta,Milanović,Neoplanta,vivino,5,3.5,47,False,,,,,https://www.vivino.com/w/4246412,2026-08-28
zmajevac-tamjanika,Zmajevac,Tamjanika,vivino,5,4.1,228,False,,,,,https://www.vivino.com/w/6430057,2026-08-28
zmajevac-prokupac,Zmajevac,Prokupac,vivino,5,4.1,148,False,,,,,https://www.vivino.com/w/7172025,2026-08-28
zmajevac-cuvee,Zmajevac,Cuvée,vivino,5,4.3,70,False,,,,,https://www.vivino.com/w/8051411,2026-08-28
zmajevac-chardonnay,Zmajevac,Chardonnay,vivino,5,3.8,54,False,,,,,https://www.vivino.com/w/7997675,2026-08-28
nikad-nije-kasno-signature,Nikad Nije Kasno,Signature,vivino,5,4.3,263,False,,,,,https://www.vivino.com/w/7101152,2026-08-28
nikad-nije-kasno-simfonija,Nikad Nije Kasno,Simfonija,vivino,5,4.1,154,False,,,,,https://www.vivino.com/w/8395050,2026-08-28
nikad-nije-kasno-melodija,Nikad Nije Kasno,Melodija,vivino,5,3.9,94,False,,,,,https://www.vivino.com/w/8405000,2026-08-28
raj-plot,Raj,Plot,vivino,5,4.1,152,False,,,,,https://www.vivino.com/w/3433320,2026-08-28
raj-game,Raj,Game,vivino,5,3.8,111,False,,,,,https://www.vivino.com/w/4481239,2026-08-28
raj-zenit,Raj,Zenit,vivino,5,3.7,50,False,,,,,https://www.vivino.com/w/6396810,2026-08-28
raj-sova,Raj,Sova,vivino,5,3.6,45,False,,,,,https://www.vivino.com/w/5011954,2026-08-28
galot-balerina,Galot,Balerina,vivino,5,4.1,297,False,,,,,https://www.vivino.com/w/6391543,2026-08-28
galot-gala-extra-brut,Galot,Gala Extra Brut,vivino,5,3.7,69,False,,,,,https://www.vivino.com/w/4868502,2026-08-28
galot-cabernet-sauvignon,Galot,Cabernet Sauvignon,vivino,5,3.8,41,False,,,,,https://www.vivino.com/w/8083846,2026-08-28
galot-chardonnay,Galot,Chardonnay,vivino,5,4,35,False,,,,,https://www.vivino.com/w/5292640,2026-08-28
galot-sauvignon-blanc,Galot,Sauvignon Blanc,vivino,5,3.5,28,False,,,,,https://www.vivino.com/w/6456857,2026-08-28
todorovic-shiraz,Vinarija Todorović,Shiraz,vivino,5,4,103,False,,,,,https://www.vivino.com/w/9684860,2026-08-28
todorovic-merlot,Vinarija Todorović,Merlot,vivino,5,4,83,False,,,,,https://www.vivino.com/w/7774940,2026-08-28
todorovic-todorange,Vinarija Todorović,Tod'Orange,vivino,5,4,73,False,,,,,https://www.vivino.com/w/12176851,2026-08-28
todorovic-sauvignon-blanc,Vinarija Todorović,Sauvignon Blanc,vivino,5,3.9,57,False,,,,,https://www.vivino.com/w/8871812,2026-08-28
todorovic-vranac,Vinarija Todorović,Vranac,vivino,5,3.8,51,False,,,,,https://www.vivino.com/w/7772559,2026-08-28
todorovic-chardonnay,Vinarija Todorović,Chardonnay,vivino,5,3.9,60,False,,,,,https://www.vivino.com/w/10820645,2026-08-28
todorovic-cabernet-sauvignon,Vinarija Todorović,Cabernet Sauvignon,vivino,5,3.9,36,False,,,,,https://www.vivino.com/w/7774946,2026-08-28
todorovic-opus,Vinarija Todorović,Opus,vivino,5,3.8,29,False,,,,,https://www.vivino.com/w/11875961,2026-08-28
izba-jovanovic-merlot,Изба Јовановић (Izba Jovanovic),Merlot,vivino,5,4.2,433,False,,,,,https://www.vivino.com/w/6381349,2026-08-28
izba-jovanovic-zetva,Изба Јовановић (Izba Jovanovic),Žetva,vivino,5,4.3,58,False,,,,,https://www.vivino.com/w/9110354,2026-08-28
chateau-prince-chateau-shiraz,Château Prince,Château Shiraz,vivino,5,3.9,142,False,,,,,https://www.vivino.com/w/11262824,2026-08-28
chateau-prince-magija-rose,Château Prince,Magija Rosé,vivino,5,3.9,94,False,,,,,https://www.vivino.com/w/11684000,2026-08-28
chateau-prince-velika-morava,Château Prince,Velika Morava,vivino,5,4.1,93,False,,,,,https://www.vivino.com/w/10799377,2026-08-28
chateau-prince-charm,Château Prince,CharM,vivino,5,3.8,88,False,,,,,https://www.vivino.com/w/11421592,2026-08-28
chateau-prince-dobra-vila-tamjanika,Château Prince,Dobra Vila Tamjanika,vivino,5,3.7,46,False,,,,,https://www.vivino.com/w/12148702,2026-08-28
chateau-prince-shiraz-premium,Château Prince,Shiraz Premium,vivino,5,4,37,False,,,,,https://www.vivino.com/w/12264939,2026-08-28
dordevic-tamjanika,Djordjevic Estate Winery,Tamjanika,vivino,5,4,107,False,,,,,https://www.vivino.com/w/7667860,2026-08-28
dordevic-bravura-cuvee,Djordjevic Estate Winery,Bravura Cuvée,vivino,5,4,107,False,,,,,https://www.vivino.com/w/7183196,2026-08-28
dordevic-sauvignon-blanc,Djordjevic Estate Winery,Sauvignon Blanc,vivino,5,3.8,101,False,,,,,https://www.vivino.com/w/3645625,2026-08-28
dordevic-merlot-cabernet-sauvignon,Djordjevic Estate Winery,Merlot - Cabernet Sauvignon,vivino,5,3.5,102,False,,,,,https://www.vivino.com/w/3753601,2026-08-28
dordevic-chardonnay,Djordjevic Estate Winery,Chardonnay,vivino,5,3.9,90,False,,,,,https://www.vivino.com/w/3957315,2026-08-28
petra-rose-co,Vinarija Petra,Rose & Co,vivino,5,3.7,57,False,,,,,https://www.vivino.com/w/7433344,2026-08-28
dibonis-di-cabernet-sauvignon,DiBonis Winery,Di Cabernet Sauvignon,vivino,5,4.2,133,False,,,,,https://www.vivino.com/w/1311673,2026-08-28
dibonis-di-shiraz,DiBonis Winery,Di Shiraz,vivino,5,3.8,130,False,,,,,https://www.vivino.com/w/1566633,2026-08-28
dibonis-di-franc,DiBonis Winery,Di Franc,vivino,5,3.6,66,False,,,,,https://www.vivino.com/w/2316639,2026-08-28
dibonis-1697,DiBonis Winery,1697,vivino,5,4.2,51,False,,,,,https://www.vivino.com/w/6559936,2026-08-28
dibonis-di-merlot,DiBonis Winery,Di Merlot,vivino,5,3.7,30,False,,,,,https://www.vivino.com/w/2429706,2026-08-28
fragaria-jagoda,Fragaria,Jagoda,vivino,5,4.4,176,False,,,,,https://www.vivino.com/w/8900207,2026-08-28
fragaria-votazi,Fragaria,Votaži,vivino,5,4.3,90,False,,,,,https://www.vivino.com/w/10227154,2026-08-28
fragaria-tamjanika,Fragaria,Tamjanika,vivino,5,4.1,61,False,,,,,https://www.vivino.com/w/8900221,2026-08-28
fragaria-red,Fragaria,Red,vivino,5,4.4,52,False,,,,,https://www.vivino.com/w/8820606,2026-08-28
fragaria-sauvignon-blanc,Fragaria,Sauvignon Blanc,vivino,5,4.3,47,False,,,,,https://www.vivino.com/w/8900218,2026-08-28
frug-chardonnay-signum,Vinarija Frug,Chardonnay Signum,vivino,5,4.3,93,False,,,,,https://www.vivino.com/w/12994333,2026-08-28
frug-cuvee,Vinarija Frug,Cuvée,vivino,5,4.2,83,False,,,,,https://www.vivino.com/w/13216381,2026-08-28
frug-pinot-noir,Vinarija Frug,Pinot Noir,vivino,5,4.1,60,False,,,,,https://www.vivino.com/w/12855301,2026-08-28
frug-grasac,Vinarija Frug,Grašac,vivino,5,4.1,59,False,,,,,https://www.vivino.com/w/12998282,2026-08-28
frug-sauvignon-blanc,Vinarija Frug,Sauvignon Blanc,vivino,5,4,66,False,,,,,https://www.vivino.com/w/12998288,2026-08-28
frug-syrah-signum,Vinarija Frug,Syrah Signum,vivino,5,4.2,50,False,,,,,https://www.vivino.com/w/12921850,2026-08-28
visoki-decani-red-crveni,Monastery Visoki Decani  (Манастирско Дечанско),Red (Црвени),vivino,5,3.8,447,False,,,,,https://www.vivino.com/w/1495458,2026-08-28
visoki-decani-cabernet-sauvignon-barrique,Monastery Visoki Decani  (Манастирско Дечанско),Cabernet Sauvignon Barrique,vivino,5,4.2,43,False,,,,,https://www.vivino.com/w/9736073,2026-08-28
aleksandar-todorovic-333,Aleksandar Todorović,333,vivino,5,4.2,134,False,,,,,https://www.vivino.com/w/9437104,2026-08-28
aleksandar-todorovic-doodle-white,Aleksandar Todorović,Doodle White,vivino,5,4,99,False,,,,,https://www.vivino.com/w/10847691,2026-08-28
aleksandar-todorovic-ibis-crveni,Aleksandar Todorović,Ibis Crveni,vivino,5,4.3,59,False,,,,,https://www.vivino.com/w/8873158,2026-08-28
aleksandar-todorovic-zupljanka,Aleksandar Todorović,Župljanka,vivino,5,4,45,False,,,,,https://www.vivino.com/w/9213642,2026-08-28
aleksandar-todorovic-carolija,Aleksandar Todorović,Čarolija,vivino,5,4.2,32,False,,,,,https://www.vivino.com/w/12340319,2026-08-28
aleksandar-todorovic-doodle-roze,Aleksandar Todorović,Doodle Roze,vivino,5,4,25,False,,,,,https://www.vivino.com/w/12715302,2026-08-28
dolina-barrique-crveno-suvo,Dolina,Barrique Crveno Suvo,vivino,5,3.9,227,False,,,,,https://www.vivino.com/w/1275805,2026-08-28
dolina-crveno-suvo,Dolina,Crveno Suvo,vivino,5,3.7,167,False,,,,,https://www.vivino.com/w/3212642,2026-08-28
dolina-rose,Dolina,Rosé,vivino,5,3.2,28,False,,,,,https://www.vivino.com/w/1985279,2026-08-28
navip-cabernet-sauvignon,Navip,Cabernet Sauvignon,vivino,5,3.3,172,False,,,,,https://www.vivino.com/w/1276669,2026-08-28
navip-adria-muscat-ottonel,Navip,Adria Muscat Ottonel,vivino,5,3.1,95,False,,,,,https://www.vivino.com/w/1442706,2026-08-28
navip-riesling-italico,Navip,Riesling Italico,vivino,5,2.9,71,False,,,,,https://www.vivino.com/w/2418044,2026-08-28
navip-muscat-ottonel,Navip,Muscat Ottonel,vivino,5,3.4,45,False,,,,,https://www.vivino.com/w/1192237,2026-08-28
navip-merlot-dionis,Navip,Merlot Dionis,vivino,5,2.9,40,False,,,,,https://www.vivino.com/w/1394918,2026-08-28
perun-vranac,Perun Wine,Вранац,vivino,5,3.5,250,False,,,,,https://www.vivino.com/w/12541540,2026-08-28
perun-rizling-riesling,Perun Wine,Ризлинг (Riesling),vivino,5,3.5,261,False,,,,,https://www.vivino.com/w/12521275,2026-08-28
bajilo-bermet,Bajilo,Bermet,vivino,5,3.9,118,False,,,,,https://www.vivino.com/w/1223768,2026-08-28
bajilo-sila,Bajilo,Sila,vivino,5,4,99,False,,,,,https://www.vivino.com/w/5675917,2026-08-28
bajilo-cabernet-sauvignon,Bajilo,Cabernet Sauvignon,vivino,5,3.5,64,False,,,,,https://www.vivino.com/w/4855048,2026-08-28
bajilo-neoplanta-bajilo,Bajilo,Neoplanta Bajilo,vivino,5,3.4,26,False,,,,,https://www.vivino.com/w/9411712,2026-08-28
do-kraja-sveta-merlot,Do Kraja Sveta,Merlot,vivino,5,3.8,166,False,,,,,https://www.vivino.com/w/2148914,2026-08-28
do-kraja-sveta-mlad-mesec-crveno,Do Kraja Sveta,Mlad Mesec Crveno,vivino,5,3.2,75,False,,,,,https://www.vivino.com/w/1876666,2026-08-28
do-kraja-sveta-mlad-mesec-belo,Do Kraja Sveta,Mlad Mesec Belo,vivino,5,3.4,66,False,,,,,https://www.vivino.com/w/1950172,2026-08-28
do-kraja-sveta-cabernet-sauvignon,Do Kraja Sveta,Cabernet Sauvignon,vivino,5,3.7,61,False,,,,,https://www.vivino.com/w/2555309,2026-08-28
