klyuch_vina,hozyaistvo,vino,istochnik,god,kategoriya,mesto,urozhaj,stranica,sobrano
pik-oplenac-monarh-s,PIK Oplenac,Monarh S,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 571698",2026-08-28
pusula-cabernet,Pusula,Cabernet,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 596067",2026-08-28
temet-ergo-belo,Temet,Ergo Belo,decanter,2019,бронза,bronza,2016,"awards.decanter.com, DWWA 2019, вино 571870",2026-08-28
frunza-aglaja-aglaja-dantelle-cabernet-sauvignon,Vinarija Frunza Aglaja,Aglaja Dantelle Cabernet Sauvignon,decanter,2019,бронза,bronza,2016,"awards.decanter.com, DWWA 2019, вино 572307",2026-08-28
janko-zavet-stari,Podrum Janko,Zavet Stari,decanter,2019,серебро,srebro,2016,"awards.decanter.com, DWWA 2019, вино 571684",2026-08-28
janko-zapis-testament,Podrum Janko,Zapis Testament,decanter,2019,бронза,bronza,2016,"awards.decanter.com, DWWA 2019, вино 571690",2026-08-28
matalj-kremen-cabernet-sauvignon,Matalj,Kremen Cabernet Sauvignon,decanter,2019,бронза,bronza,2016,"awards.decanter.com, DWWA 2019, вино 599683",2026-08-28
virtus-prokupac,Virtus,Prokupac,decanter,2019,серебро,srebro,2016,"awards.decanter.com, DWWA 2019, вино 571881",2026-08-28
nikad-nije-kasno-signature,Nikad Nije Kasno,Signature,decanter,2019,бронза,bronza,2016,"awards.decanter.com, DWWA 2019, вино 598540",2026-08-28
rubin-amante-carmen,Rubin,Carmen,decanter,2019,бронза,bronza,2016,"awards.decanter.com, DWWA 2019, вино 599076",2026-08-28
virtus-marselan,Virtus,Marselan,decanter,2019,серебро,srebro,2016,"awards.decanter.com, DWWA 2019, вино 571879",2026-08-28
temet-tri-morave-reserva,Temet,Tri Morave Reserva,decanter,2019,золото,zlato,2016,"awards.decanter.com, DWWA 2019, вино 572378",2026-08-28
temet-ergo,Temet,Ergo,decanter,2019,серебро,srebro,2016,"awards.decanter.com, DWWA 2019, вино 571866",2026-08-28
lastar-pinot-noir,Vinarija Lastar,Pinot Noir,decanter,2019,бронза,bronza,2016,"awards.decanter.com, DWWA 2019, вино 595676",2026-08-28
molovin-vista-hill-red-reserve,Molovin,Vista Hill Red Reserve,decanter,2019,серебро,srebro,2010,"awards.decanter.com, DWWA 2019, вино 570382",2026-08-28
trisic-dimasid,Винарија Тришић (Vinarija Trišić),Dimasid,decanter,2019,серебро,srebro,2013,"awards.decanter.com, DWWA 2019, вино 600113",2026-08-28
aleksic-zuti-cvet-tamjanika,Aleksić,Zuti Cvet Tamjanika,decanter,2019,бронза,bronza,2018,"awards.decanter.com, DWWA 2019, вино 570692",2026-08-28
bukovo-filigran-гаме,Manastir Bukovo,Filigran Гаме,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 596546",2026-08-28
aleksic-temperament-merlot,Aleksić,Temperament Merlot,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 570695",2026-08-28
aleksic-amanet-vranac,Aleksić,Amanet Vranac,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 570703",2026-08-28
matalj-kremen-kamen-cabernet-sauvignon,Matalj,Kremen Kamen Cabernet Sauvignon,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 599686",2026-08-28
aleksic-zuti-cvet-penusavo,Aleksić,Zuti Cvet Penusavo,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 570756",2026-08-28
deuric-princeps-brut-nature,Deurić,Princeps Brut Nature,decanter,2019,серебро,srebro,2015,"awards.decanter.com, DWWA 2019, вино 571615",2026-08-28
deuric-the-brut,Deurić,The Brut,decanter,2019,бронза,bronza,2015,"awards.decanter.com, DWWA 2019, вино 598487",2026-08-28
kis-kisova-misterija,Kiš,Kišova Misterija,decanter,2020,бронза,bronza,2011,"awards.decanter.com, DWWA 2020, вино 575675",2026-08-28
virtus-733-prokupac,Virtus,733 Prokupac,decanter,2020,серебро,srebro,,"awards.decanter.com, DWWA 2020, вино 582992",2026-08-28
aleksic-kardas-cabernet-sauvignon,Aleksić,Kardaš Cabernet Sauvignon,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 584230",2026-08-28
temet-tri-morave-reserve,Temet,Tri Morave Reserve,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 580934",2026-08-28
lastar-triangl-pinot-noir,Vinarija Lastar,Triangl Pinot Noir,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 581122",2026-08-28
temet-ergo,Temet,Ergo,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 580966",2026-08-28
despotika-zmajeviti,Despotika,Zmajeviti,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 580899",2026-08-28
despotika-trag,Despotika,Trag,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 580904",2026-08-28
veritas-cukovic-momentum-cabernet-sauvignon,Veritas Ćuković,Momentum Cabernet Sauvignon,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 576748",2026-08-28
vinum-frankovka,Vinum,Frankovka,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 583954",2026-08-28
vinum-pinot-noir,Vinum,Pinot Noir,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 583969",2026-08-28
durdic-cabernet-franc,Vinarija Đurđić,Cabernet Franc,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 584567",2026-08-28
rubin-rubinov-prokupac,Rubin,Rubinov Prokupac,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 580939",2026-08-28
grabak-vivak-prokupac,Grabak,Vivak Prokupac,decanter,2020,золото,zlato,2017,"awards.decanter.com, DWWA 2020, вино 584171",2026-08-28
grabak-siva-vrana,Grabak,Siva Vrana,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 584172",2026-08-28
lastar-triangl-chardonnay,Vinarija Lastar,Triangl Chardonnay,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 581120",2026-08-28
lastar-triangl-sauvignon-viognier,Vinarija Lastar,Triangl Sauvignon-Viognier,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 581121",2026-08-28
virtus-w-prokupac,Virtus,W Prokupac,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 582922",2026-08-28
virtus-pinot-noir,Virtus,Pinot Noir,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 582929",2026-08-28
virtus-credo,Virtus,Credo,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 582991",2026-08-28
doja-breg-prokupac-cabernet,Doja,Breg Prokupac-Cabernet,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 584999",2026-08-28
janucic-vulkan-merlot,Vinarija Janucic,Vulkan Merlot,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 583936",2026-08-28
matalj-kremen-kamen-cabernet-sauvignon,Matalj,Kremen Kamen Cabernet Sauvignon,decanter,2020,золото,zlato,2016,"awards.decanter.com, DWWA 2020, вино 582508",2026-08-28
zmajevac-cuvee,Zmajevac,Cuvée,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 580349",2026-08-28
dumo-pinot-noir,Vinarija Dumo,Pinot Noir,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 582478",2026-08-28
doja-prokupac,Doja,Prokupac,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 582519",2026-08-28
nikad-nije-kasno-simfonija,Nikad Nije Kasno,Simfonija,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 575492",2026-08-28
pik-oplenac-monarh-immortal-s,PIK Oplenac,Monarh Immortal S,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 583324",2026-08-28
zmajevac-prokupac,Zmajevac,Prokupac,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 580348",2026-08-28
matalj-terasa-chardonnay,Matalj,Terasa Chardonnay,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 582514",2026-08-28
aleksandrovic-vizija-selection,Aleksandrović,Vizija Selection,decanter,2020,серебро,srebro,2016,"awards.decanter.com, DWWA 2020, вино 582538",2026-08-28
bukovo-filigran-pinot-noir,Manastir Bukovo,Filigran Pinot Noir,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 580249",2026-08-28
delena-1903-merlot,Vinarija DeLena,1903 Merlot,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 573327",2026-08-28
doja-merlot-cabernet-sauvignon,Doja,Merlot-Cabernet Sauvignon,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 582513",2026-08-28
matalj-kremen-cabernet-sauvignon,Matalj,Kremen Cabernet Sauvignon,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 580365",2026-08-28
frunza-aglaja-dentelle,Vinarija Frunza Aglaja,Dentelle,decanter,2020,серебро,srebro,2016,"awards.decanter.com, DWWA 2020, вино 584486",2026-08-28
erdevik-trianon-merlot-cabernet-sauvignon-syrah,Erdevik,Trianon Merlot-Cabernet Sauvignon-Syrah,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 581257",2026-08-28
deuric-princeps-probus,Deurić,Princeps Probus,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 580586",2026-08-28
erdevik-stiflers-mom-shiraz,Erdevik,Stifler's Mom Shiraz,decanter,2020,серебро,srebro,2016,"awards.decanter.com, DWWA 2020, вино 580437",2026-08-28
erdevik-grand-trianon,Erdevik,Grand Trianon,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 580444",2026-08-28
rubin-cabernet-sauvignon,Rubin,Cabernet Sauvignon,decanter,2020,бронза,bronza,2016,"awards.decanter.com, DWWA 2020, вино 581338",2026-08-28
zvonko-bogdan-pinot-grigio,Zvonko Bogdan,Pinot Grigio,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 584037",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 581067",2026-08-28
virtus-w,Virtus,W,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 583930",2026-08-28
vista-hill-premium,Vista Hill,Premium,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 583634",2026-08-28
erdevik-roza-nostra,Erdevik,Roza Nostra,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 580452",2026-08-28
dragic-carski-drum-manzoni,Драгић Винарија (Vina Dragic),Carski Drum Manzoni,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 578709",2026-08-28
dragic-carski-drum-sauvignon-blanc,Драгић Винарија (Vina Dragic),Carski Drum Sauvignon Blanc,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 578821",2026-08-28
virtus-sauvignon-blanc,Virtus,Sauvignon Blanc,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 583944",2026-08-28
virtus-pinot-grigio,Virtus,Pinot Grigio,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 583945",2026-08-28
aleksic-zuti-cvet-tamjanika,Aleksić,Zuti Cvet Tamjanika,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 584229",2026-08-28
aleksic-arno-sauvignon-blanc,Aleksić,Arno Sauvignon Blanc,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 575672",2026-08-28
kis-kisov-grasac-beli,Kiš,Kišov Grašac Beli,decanter,2020,бронза,bronza,2019,"awards.decanter.com, DWWA 2020, вино 575652",2026-08-28
bikicki-uncensored,Bikicki,Uncensored,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 585023",2026-08-28
bikicki-s-o,Bikicki,S/O,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 585044",2026-08-28
zvonko-bogdan-icon-campana-albus,Zvonko Bogdan,Icon Campana Albus,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 584090",2026-08-28
erdevik-omnibus-lector-chardonnay,Erdevik,Omnibus Lector Chardonnay,decanter,2020,серебро,srebro,2017,"awards.decanter.com, DWWA 2020, вино 580446",2026-08-28
bukovo-filigran-chardonnay,Manastir Bukovo,Filigran Chardonnay,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 580255",2026-08-28
stemina-draga,Stemina,Draga,decanter,2020,серебро,srebro,2008,"awards.decanter.com, DWWA 2020, вино 580410",2026-08-28
tonkovic-fantazija-kadarka,Tonković,Fantazija Kadarka,decanter,2020,серебро,srebro,2015,"awards.decanter.com, DWWA 2020, вино 580429",2026-08-28
tonkovic-rapsodija,Tonković,Rapsodija,decanter,2020,серебро,srebro,2015,"awards.decanter.com, DWWA 2020, вино 580377",2026-08-28
despotika-krunski-dokaz-cabernet-sauvignon,Despotika,Krunski Dokaz Cabernet Sauvignon,decanter,2020,бронза,bronza,2015,"awards.decanter.com, DWWA 2020, вино 580777",2026-08-28
aleksic-kardas-limited-cabernet-sauvignon,Aleksić,Kardaš Limited Cabernet Sauvignon,decanter,2020,бронза,bronza,2015,"awards.decanter.com, DWWA 2020, вино 579470",2026-08-28
pik-oplenac-monarh-immortal-cuvee,PIK Oplenac,Monarh Immortal Cuvée,decanter,2020,бронза,bronza,2015,"awards.decanter.com, DWWA 2020, вино 583328",2026-08-28
doja-breg-prokupac,Doja,Breg Prokupac,decanter,2020,серебро,srebro,2015,"awards.decanter.com, DWWA 2020, вино 579254",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,2020,бронза,bronza,2015,"awards.decanter.com, DWWA 2020, вино 582523",2026-08-28
velickovic-sauvignon-blanc,Vinogradi Veličković Vinarija,Sauvignon Blanc,decanter,2020,бронза,bronza,2015,"awards.decanter.com, DWWA 2020, вино 580936",2026-08-28
erdevik-omnibus-lector-chardonnay,Erdevik,Omnibus Lector Chardonnay,decanter,2020,платина,platina,2015,"awards.decanter.com, DWWA 2020, вино 580451",2026-08-28
deuric-classic-chardonnay,Deurić,Classic Chardonnay,decanter,2020,серебро,srebro,2018,"awards.decanter.com, DWWA 2020, вино 580577",2026-08-28
deuric-sauvignon-blanc,Deurić,Sauvignon Blanc,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 580579",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,decanter,2020,серебро,srebro,2018,"awards.decanter.com, DWWA 2020, вино 582539",2026-08-28
aleksandrovic-trijumf-terroir,Aleksandrović,Trijumf Terroir,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 584120",2026-08-28
temet-pinot-grigio,Temet,Pinot Grigio,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 580964",2026-08-28
zvonko-bogdan-chardonnay,Zvonko Bogdan,Chardonnay,decanter,2020,серебро,srebro,2018,"awards.decanter.com, DWWA 2020, вино 584038",2026-08-28
zvonko-bogdan-pinot-blanc,Zvonko Bogdan,Pinot Blanc,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 584041",2026-08-28
stemina-panta-rei-chardonnay,Stemina,Panta Rei Chardonnay,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 580411",2026-08-28
aven-merlot,Vinarija Aven,Merlot,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 583676",2026-08-28
aven-cabernet-sauvignon,Vinarija Aven,Cabernet Sauvignon,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 583682",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,2020,серебро,srebro,2018,"awards.decanter.com, DWWA 2020, вино 584043",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 584044",2026-08-28
vista-hill-white-reserve,Vista Hill,White Reserve,decanter,2020,серебро,srebro,2012,"awards.decanter.com, DWWA 2020, вино 583638",2026-08-28
temet-tri-morave-brut,Temet,Tri Morave Brut,decanter,2020,бронза,bronza,2017,"awards.decanter.com, DWWA 2020, вино 580969",2026-08-28
probus-traminac,Probus Vineyards,Traminac,decanter,2020,бронза,bronza,2018,"awards.decanter.com, DWWA 2020, вино 581209",2026-08-28
kovacevic-fresco-bianco-brut,Kovačević,Fresco Bianco Brut,decanter,2021,бронза,bronza,2019,"awards.decanter.com, DWWA 2021, вино 692379",2026-08-28
aleksic-zuti-cvet-tamjanika-dry,Aleksić,Žuti Cvet Tamjanika Dry,decanter,2021,серебро,srebro,2019,"awards.decanter.com, DWWA 2021, вино 701752",2026-08-28
aleksandrovic-trijumf-noir,Aleksandrović,Trijumf Noir,decanter,2021,серебро,srebro,2010,"awards.decanter.com, DWWA 2021, вино 699191",2026-08-28
virtus-credo-beli,Virtus,Credo Beli,decanter,2021,серебро,srebro,2019,"awards.decanter.com, DWWA 2021, вино 703032",2026-08-28
draskovic-beli-pinot,Drašković,Beli Pinot,decanter,2021,бронза,bronza,2019,"awards.decanter.com, DWWA 2021, вино 694193",2026-08-28
doja-chardonnay-pinot-grigio,Doja,Chardonnay-Pinot Grigio,decanter,2021,бронза,bronza,2019,"awards.decanter.com, DWWA 2021, вино 696659",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,2021,бронза,bronza,2016,"awards.decanter.com, DWWA 2021, вино 699188",2026-08-28
deuric-princeps-probus,Deurić,Princeps Probus,decanter,2021,бронза,bronza,2016,"awards.decanter.com, DWWA 2021, вино 693859",2026-08-28
deuric-aksiom,Deurić,Aksiom,decanter,2021,серебро,srebro,2016,"awards.decanter.com, DWWA 2021, вино 693878",2026-08-28
aven-merlot,Vinarija Aven,Merlot,decanter,2021,серебро,srebro,2019,"awards.decanter.com, DWWA 2021, вино 698212",2026-08-28
matijasevic-rock-rose,Matijašević,Rock & Rose,decanter,2021,бронза,bronza,2019,"awards.decanter.com, DWWA 2021, вино 702701",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,2021,серебро,srebro,2019,"awards.decanter.com, DWWA 2021, вино 700954",2026-08-28
zvonko-bogdan-merlot,Zvonko Bogdan,Merlot,decanter,2021,серебро,srebro,2019,"awards.decanter.com, DWWA 2021, вино 700956",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,2021,золото,zlato,2019,"awards.decanter.com, DWWA 2021, вино 701094",2026-08-28
zmajevac-chardonnay,Zmajevac,Chardonnay,decanter,2021,бронза,bronza,2019,"awards.decanter.com, DWWA 2021, вино 698718",2026-08-28
eden-chardonnay,Vinarija Eden,Chardonnay,decanter,2021,бронза,bronza,2019,"awards.decanter.com, DWWA 2021, вино 698899",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,decanter,2021,серебро,srebro,2019,"awards.decanter.com, DWWA 2021, вино 699029",2026-08-28
matijasevic-belina,Matijašević,Belina,decanter,2021,бронза,bronza,2019,"awards.decanter.com, DWWA 2021, вино 698096",2026-08-28
zvonko-bogdan-chardonnay,Zvonko Bogdan,Chardonnay,decanter,2021,серебро,srebro,2019,"awards.decanter.com, DWWA 2021, вино 701103",2026-08-28
matijasevic-sovinoa,Matijašević,SoviNoa,decanter,2021,золото,zlato,2019,"awards.decanter.com, DWWA 2021, вино 702661",2026-08-28
deuric-severna-morava,Deurić,Severna Morava,decanter,2021,серебро,srebro,2018,"awards.decanter.com, DWWA 2021, вино 693888",2026-08-28
aleksandrovic-trijumf-terroir,Aleksandrović,Trijumf Terroir,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 699178",2026-08-28
bikicki-cu,Bikicki,Cu,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 700522",2026-08-28
bikicki-uncensored,Bikicki,Uncensored,decanter,2021,золото,zlato,2018,"awards.decanter.com, DWWA 2021, вино 700527",2026-08-28
doja-merlot-cabernet-sauvignon,Doja,Merlot-Cabernet Sauvignon,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 696654",2026-08-28
matalj-bukovski-cuvee,Matalj,Bukovski Cuvée,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 694555",2026-08-28
rubin-amante-matea,Rubin,Matea,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 697284",2026-08-28
zmajevac-prokupac,Zmajevac,Prokupac,decanter,2021,серебро,srebro,2018,"awards.decanter.com, DWWA 2021, вино 693415",2026-08-28
rubinov-prokupac,Rubinov,Prokupac,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 697216",2026-08-28
bt-kings-crown,BT Winery,King's Crown,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 687706",2026-08-28
aven-balance,Vinarija Aven,Balance,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 698213",2026-08-28
prokupac-prokupac,Prokupac,Prokupac,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 699180",2026-08-28
temet-beli-kamen-merlot,Temet,Beli Kamen Merlot,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 696734",2026-08-28
bt-president-gold-vranac,BT Winery,President Gold Vranac,decanter,2021,бронза,bronza,2018,"awards.decanter.com, DWWA 2021, вино 688121",2026-08-28
bt-limited-edition-king-supreme-marselan,BT Winery,Limited Edition King Supreme Marselan,decanter,2021,золото,zlato,2018,"awards.decanter.com, DWWA 2021, вино 688123",2026-08-28
matalj-terasa-sauvignon-blanc,Matalj,Terasa Sauvignon Blanc,decanter,2021,бронза,bronza,2020,"awards.decanter.com, DWWA 2021, вино 694551",2026-08-28
frunza-aglaja-aglaja-sauvignon-semillon,Vinarija Frunza Aglaja,Aglaja Sauvignon-Semillon,decanter,2021,бронза,bronza,2020,"awards.decanter.com, DWWA 2021, вино 694670",2026-08-28
doja-tamjanika,Doja,Tamjanika,decanter,2021,бронза,bronza,2020,"awards.decanter.com, DWWA 2021, вино 696651",2026-08-28
pusula-cabernet,Pusula,Cabernet,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 697477",2026-08-28
bukovo-filigran-cabernet-sauvignon,Manastir Bukovo,Filigran Cabernet Sauvignon,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 696480",2026-08-28
bukovo-filigran-merlot,Manastir Bukovo,Filigran Merlot,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 696483",2026-08-28
bukovo-filigran-гаме,Manastir Bukovo,Filigran Гаме,decanter,2021,серебро,srebro,2017,"awards.decanter.com, DWWA 2021, вино 696484",2026-08-28
draskovic-mahago,Drašković,Mahago,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 694563",2026-08-28
grabak-modrovrana,Grabak,Modrovrana,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 694209",2026-08-28
deuric-pinot-noir,Deurić,Pinot Noir,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 693876",2026-08-28
doja-prokupac,Doja,Prokupac,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 696657",2026-08-28
virtus-marselan,Virtus,Marselan,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 703212",2026-08-28
virtus-credo,Virtus,Credo,decanter,2021,серебро,srebro,2017,"awards.decanter.com, DWWA 2021, вино 703218",2026-08-28
lastar-merlot-cabernet-franc,Vinarija Lastar,Merlot-Cabernet Franc,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 689266",2026-08-28
temet-ergo,Temet,Ergo,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 696708",2026-08-28
temet-tri-morave-reserve,Temet,Tri Morave Reserve,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 696719",2026-08-28
temet-beli-kamen-syrah,Temet,Beli Kamen Syrah,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 696732",2026-08-28
janko-bifora,Podrum Janko,Bifora,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 698760",2026-08-28
janko-zavet-stari,Podrum Janko,Zavet Stari,decanter,2021,серебро,srebro,2017,"awards.decanter.com, DWWA 2021, вино 692403",2026-08-28
zmajevac-cuvee,Zmajevac,Cuvée,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 703518",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 699183",2026-08-28
aleksandrovic-vozd,Aleksandrović,Vožd,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 699189",2026-08-28
stari-hrast-selekcija-merlot,Podrum Stari Hrast,Selekcija Merlot,decanter,2021,серебро,srebro,2017,"awards.decanter.com, DWWA 2021, вино 688933",2026-08-28
erdevik-stiflers-mom-shiraz,Erdevik,Stifler's Mom Shiraz,decanter,2021,серебро,srebro,2017,"awards.decanter.com, DWWA 2021, вино 693050",2026-08-28
kovacevic-aurelius-s-edicija,Kovačević,Aurelius S Edicija,decanter,2021,бронза,bronza,2017,"awards.decanter.com, DWWA 2021, вино 691618",2026-08-28
aleksic-temperament-merlot,Aleksić,Temperament Merlot,decanter,2021,бронза,bronza,2015,"awards.decanter.com, DWWA 2021, вино 701771",2026-08-28
bikicki-makana,Bikicki,Makana,decanter,2021,бронза,bronza,2016,"awards.decanter.com, DWWA 2021, вино 700524",2026-08-28
grabak-prva-lasta-prokupac,Grabak,Prva Lasta Prokupac,decanter,2022,бронза,bronza,2021,"awards.decanter.com, DWWA 2022, вино 715648",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,decanter,2022,серебро,srebro,2020,"awards.decanter.com, DWWA 2022, вино 713112",2026-08-28
matijasevic-sovinoa-fume-blanc,Matijašević,SoviNoa Fumé Blanc,decanter,2022,золото,zlato,2020,"awards.decanter.com, DWWA 2022, вино 715589",2026-08-28
matijasevic-belina,Matijašević,Belina,decanter,2022,бронза,bronza,2020,"awards.decanter.com, DWWA 2022, вино 715590",2026-08-28
matijasevic-sovinoa-sauvignon-blanc,Matijašević,Sovinoa Sauvignon Blanc,decanter,2022,серебро,srebro,2020,"awards.decanter.com, DWWA 2022, вино 715591",2026-08-28
virtus-pinot-grigio,Virtus,Pinot Grigio,decanter,2022,бронза,bronza,2020,"awards.decanter.com, DWWA 2022, вино 715661",2026-08-28
aleksandrovic-trijumf-terroir,Aleksandrović,Trijumf Terroir,decanter,2022,бронза,bronza,2020,"awards.decanter.com, DWWA 2022, вино 713114",2026-08-28
